0.000000	4.271957
1.000000	4.271957
2.000000	4.271957
3.000000	4.257378
4.000000	4.257378
5.000000	4.286537
6.000000	4.271957
7.000000	4.257378
8.000000	4.271957
9.000000	4.271957
10.000000	4.286537
11.015625	4.271957
12.015625	4.271957
13.015625	4.257378
14.015625	4.271957
15.015625	4.271957
16.015625	4.271957
17.015625	4.257378
18.015625	4.271957
19.015625	4.257378
20.015625	4.257378
21.015625	4.301117
22.015625	4.271957
23.015625	4.257378
24.015625	4.286537
25.015625	4.257378
26.015625	4.257378
27.015625	4.257378
28.015625	4.257378
29.015625	4.286537
30.015625	4.257378
31.015625	4.257378
32.015625	4.228219
33.015625	4.257378
34.031250	4.242798
35.031250	4.242798
36.031250	4.242798
37.031250	4.257378
38.031250	4.257378
39.031250	4.257378
40.031250	4.257378
41.031250	4.271957
42.031250	4.257378
43.031250	4.257378
44.031250	4.271957
45.031250	4.271957
46.031250	4.257378
47.031250	4.257378
48.031250	4.257378
49.031250	4.257378
50.031250	4.257378
51.031250	4.257378
52.031250	4.286537
53.031250	4.257378
54.031250	4.257378
55.031250	4.242798
56.031250	4.228219
57.031250	4.242798
58.031250	4.242798
59.031250	4.257378
60.031250	4.242798
61.031250	4.257378
62.031250	4.271957
63.031250	4.271957
64.031250	4.271957
65.031250	4.242798
66.031250	4.271957
67.031250	4.257378
68.031250	4.257378
69.031250	4.271957
70.031250	4.257378
71.031250	4.271957
72.031250	4.257378
73.031250	4.257378
74.031250	4.286537
75.031250	4.257378
76.031250	4.271957
77.031250	4.271957
78.031250	4.271957
79.031250	4.271957
80.031250	4.257378
81.031250	4.257378
82.031250	4.271957
83.031250	4.271957
84.031250	4.301117
85.031250	4.271957
86.031250	4.257378
87.031250	4.286537
88.031250	4.271957
89.031250	4.301117
90.031250	4.286537
91.031250	4.286537
92.031250	4.286537
93.031250	4.286537
94.031250	4.301117
95.031250	4.286537
96.031250	4.301117
97.031250	4.286537
98.031250	4.301117
99.031250	4.301117
100.031250	4.301117
101.031250	4.301117
102.031250	4.301117
103.031250	4.315696
104.031250	4.315696
105.031250	4.330276
106.031250	4.301117
107.031250	4.301117
108.031250	4.271957
109.031250	4.315696
110.031250	4.330276
111.031250	4.315696
112.031250	4.330276
113.031250	4.315696
114.031250	4.315696
115.031250	4.330276
116.031250	4.315696
117.031250	4.315696
118.031250	4.330276
119.031250	4.301117
120.031250	4.315696
121.031250	4.315696
122.031250	4.315696
123.031250	4.315696
124.031250	4.315696
125.031250	4.301117
126.031250	4.301117
127.031250	4.344855
128.031250	4.330276
129.031250	4.330276
130.031250	4.315696
131.031250	4.330276
132.031250	4.330276
133.031250	4.315696
134.031250	4.315696
135.031250	4.330276
136.031250	4.315696
137.031250	4.315696
138.031250	4.330276
139.031250	4.315696
140.031250	4.330276
141.031250	4.330276
142.031250	4.359435
143.031250	4.330276
144.031250	4.330276
145.031250	4.344855
146.031250	4.330276
147.031250	4.315696
148.031250	4.374015
149.031250	4.330276
150.031250	4.344855
151.031250	4.359435
152.031250	4.359435
153.031250	4.330276
154.031250	4.359435
155.031250	4.344855
156.031250	4.359435
157.031250	4.359435
158.031250	4.359435
159.031250	4.344855
160.031250	4.374015
161.031250	4.359435
162.031250	4.359435
163.031250	4.344855
164.031250	4.359435
165.031250	4.359435
166.031250	4.330276
167.031250	4.344855
168.031250	4.359435
169.031250	4.359435
170.031250	4.359435
171.031250	4.359435
172.031250	4.359435
173.031250	4.344855
174.031250	4.374015
175.031250	4.374015
176.031250	4.359435
177.031250	4.374015
178.031250	4.374015
179.031250	4.359435
180.031250	4.359435
181.031250	4.388594
182.031250	4.374015
183.031250	4.374015
184.031250	4.374015
185.031250	4.374015
186.031250	4.388594
187.031250	4.388594
188.031250	4.374015
189.031250	4.388594
190.031250	4.403174
191.031250	4.403174
192.031250	4.374015
193.031250	4.417753
194.031250	4.388594
195.031250	4.374015
196.031250	4.374015
197.031250	4.374015
198.031250	4.359435
199.031250	4.374015
200.031250	4.359435
201.031250	4.388594
202.031250	4.388594
203.031250	4.374015
204.031250	4.403174
205.031250	4.403174
206.031250	4.417753
207.031250	4.417753
208.031250	4.403174
209.031250	4.417753
210.031250	4.432333
211.031250	4.417753
212.031250	4.417753
213.031250	4.417753
214.031250	4.388594
215.031250	4.374015
216.031250	4.388594
217.031250	4.417753
218.031250	4.432333
219.031250	4.403174
220.031250	4.403174
221.031250	4.417753
222.031250	4.359435
223.031250	4.403174
224.031250	4.417753
225.031250	4.432333
226.031250	4.417753
227.031250	4.461492
228.031250	4.432333
229.031250	4.432333
230.031250	4.403174
231.031250	4.432333
232.031250	4.432333
233.031250	4.417753
234.031250	4.432333
235.031250	4.417753
236.031250	4.417753
237.031250	4.432333
238.031250	4.446912
239.031250	4.446912
240.031250	4.432333
241.031250	4.417753
242.031250	4.417753
243.031250	4.432333
244.031250	4.432333
245.031250	4.432333
246.031250	4.417753
247.031250	4.432333
248.031250	4.432333
249.031250	4.432333
250.031250	4.490651
251.031250	4.432333
252.031250	4.461492
253.031250	4.446912
254.031250	4.432333
255.031250	4.461492
256.031250	4.432333
257.031250	4.461492
258.031250	4.432333
259.031250	4.446912
260.031250	4.446912
261.031250	4.446912
262.031250	4.446912
263.031250	4.461492
264.031250	4.461492
265.031250	4.476072
266.031250	4.461492
267.031250	4.461492
268.031250	4.476072
269.031250	4.490651
270.031250	4.446912
271.031250	4.476072
272.031250	4.490651
273.031250	4.476072
274.031250	4.476072
275.031250	4.476072
276.031250	4.461492
277.031250	4.490651
278.031250	4.490651
279.031250	4.461492
280.031250	4.476072
281.031250	4.490651
282.031250	4.446912
283.031250	4.490651
284.031250	4.476072
285.031250	4.476072
286.031250	4.490651
287.031250	4.476072
288.031250	4.461492
289.031250	4.476072
290.031250	4.490651
291.031250	4.505231
292.031250	4.476072
293.031250	4.490651
294.031250	4.519810
295.031250	4.490651
296.031250	4.519810
